Time,voltage
0.0,3.3431084156036377
0.0032799999999999496,3.2746822834014893
0.006615999999999955,3.2942326068878174
0.009943999999999953,3.357771158218384
0.013279999999999959,3.3235580921173096
0.016607999999999956,3.3235580921173096
0.019943999999999962,3.264907121658325
0.023279999999999967,3.3040077686309814
0.026607999999999965,3.357771158218384
0.02994399999999997,3.3382208347320557
0.033279999999999976,3.357771158218384
0.036607999999999974,3.2844574451446533
0.03994399999999998,3.264907121658325
0.04327199999999998,3.357771158218384
0.04660799999999998,3.3088953495025635
0.04994399999999999,3.3382208347320557
0.053271999999999986,3.3040077686309814
0.05660799999999999,3.3040077686309814
0.059944,3.3528835773468018
0.063272,3.3284456729888916
0.066608,3.3382208347320557
0.069944,3.255131959915161
0.073272,3.3088953495025635
0.07660800000000001,3.3284456729888916
0.07993600000000001,3.357771158218384
0.08328000000000002,3.3431084156036377
0.08660800000000002,3.245356798171997
0.08993600000000002,3.3040077686309814
0.09327200000000002,3.3479959964752197
0.09660800000000003,3.3333332538604736
0.09993600000000002,3.3284456729888916
0.10327200000000003,3.250244379043579
0.10660000000000003,3.3235580921173096
0.10993600000000003,3.3333332538604736
0.11327200000000004,3.3235580921173096
0.11660000000000004,3.367546319961548
0.11993600000000004,3.2697947025299072
0.12327200000000005,3.3284456729888916
0.12660000000000005,3.3284456729888916
0.12993600000000005,3.3284456729888916
0.13326400000000005,3.3186705112457275
0.13660000000000005,3.2844574451446533
0.13993600000000006,3.2893450260162354
0.14326400000000006,3.3479959964752197
0.14660000000000006,3.3284456729888916
0.14993600000000007,3.3528835773468018
0.15326400000000007,3.264907121658325
0.15660000000000007,3.260019540786743
0.15993600000000008,3.367546319961548
0.16326400000000008,3.391984462738037
0.16660000000000008,3.3479959964752197
0.16992800000000008,3.3040077686309814
0.17326400000000008,3.3088953495025635
0.17659200000000008,3.3333332538604736
0.1799280000000001,3.3528835773468018
0.1832640000000001,3.3137829303741455
0.1865920000000001,3.2697947025299072
0.1899280000000001,3.2893450260162354
0.1932640000000001,3.3186705112457275
0.1965920000000001,3.3528835773468018
0.19992799999999988,3.3235580921173096
0.20325599999999988,3.2844574451446533
0.2065919999999999,3.3479959964752197
0.2099279999999999,3.3137829303741455
0.2132559999999999,3.377321481704712
0.2165919999999999,3.3528835773468018
0.2199279999999999,3.2844574451446533
0.2232559999999999,3.2697947025299072
0.2265919999999999,3.3333332538604736
0.2299199999999999,3.37243390083313
0.2332559999999999,3.401759624481201
0.2365919999999999,3.2746822834014893
0.23992799999999992,3.357771158218384
0.24325599999999992,3.362658739089966
0.24659199999999992,3.4164223670959473
0.24991999999999992,3.3431084156036377
0.25326399999999993,3.2795698642730713
0.2565839999999999,3.3528835773468018
0.25991999999999993,3.3284456729888916
0.26325599999999993,3.391984462738037
0.26659199999999994,3.3333332538604736
0.26991999999999994,3.260019540786743
0.27325599999999994,3.3235580921173096
0.27658399999999994,3.3284456729888916
0.27991999999999995,3.4115347862243652
0.28325599999999995,3.3382208347320557
0.28658399999999995,3.264907121658325
0.28991999999999996,3.3137829303741455
0.29325599999999996,3.3431084156036377
0.29658399999999996,3.391984462738037
0.29991999999999996,3.3479959964752197
0.30324799999999996,3.2697947025299072
0.30658399999999997,3.3137829303741455
0.30991199999999997,3.3431084156036377
0.31324799999999997,3.4115347862243652
